predicions,emotion_name,emotion_score
0.9990418553352356,Admiration,0.30143606662750244
0.9990418553352356,Adoration,0.35951894521713257
0.9990418553352356,Aesthetic Appreciation,0.13303720951080322
0.9990418553352356,Amusement,0.5663012862205505
0.9990418553352356,Anger,0.019342994317412376
0.9990418553352356,Anxiety,0.05091596767306328
0.9990418553352356,Awe,0.08594730496406555
0.9990418553352356,Awkwardness,0.1887662410736084
0.9990418553352356,Boredom,0.18527841567993164
0.9990418553352356,Calmness,0.4887895882129669
0.9990418553352356,Concentration,0.23420511186122894
0.9990418553352356,Contemplation,0.13244466483592987
0.9990418553352356,Confusion,0.1323968470096588
0.9990418553352356,Contempt,0.11447872221469879
0.9990418553352356,Contentment,0.3947499990463257
0.9990418553352356,Craving,0.06009988486766815
0.9990418553352356,Determination,0.07189382612705231
0.9990418553352356,Disappointment,0.10834623873233795
0.9990418553352356,Disgust,0.03131697699427605
0.9990418553352356,Distress,0.05802782252430916
0.9990418553352356,Doubt,0.12798801064491272
0.9990418553352356,Ecstasy,0.08627045899629593
0.9990418553352356,Embarrassment,0.0830223560333252
0.9990418553352356,Empathic Pain,0.033319346606731415
0.9990418553352356,Entrancement,0.12884336709976196
0.9990418553352356,Envy,0.04015541076660156
0.9990418553352356,Excitement,0.23988331854343414
0.9990418553352356,Fear,0.028053337708115578
0.9990418553352356,Guilt,0.03284136950969696
0.9990418553352356,Horror,0.012616518884897232
0.9990418553352356,Interest,0.5030971765518188
0.9990418553352356,Joy,0.545856773853302
0.9990418553352356,Love,0.5578660368919373
0.9990418553352356,Nostalgia,0.11003182828426361
0.9990418553352356,Pain,0.037799786776304245
0.9990418553352356,Pride,0.1677076667547226
0.9990418553352356,Realization,0.12137559056282043
0.9990418553352356,Relief,0.14529822766780853
0.9990418553352356,Romance,0.15998029708862305
0.9990418553352356,Sadness,0.06277158856391907
0.9990418553352356,Satisfaction,0.46385252475738525
0.9990418553352356,Desire,0.09484727680683136
0.9990418553352356,Shame,0.04228120297193527
0.9990418553352356,Surprise (negative),0.016286645084619522
0.9990418553352356,Surprise (positive),0.0275042075663805
0.9990418553352356,Sympathy,0.08308517932891846
0.9990418553352356,Tiredness,0.11190749704837799
0.9990418553352356,Triumph,0.08076739311218262
0.999997615814209,Admiration,0.13656747341156006
0.999997615814209,Adoration,0.10759168863296509
0.999997615814209,Aesthetic Appreciation,0.08782127499580383
0.999997615814209,Amusement,0.3099682927131653
0.999997615814209,Anger,0.04703952744603157
0.999997615814209,Anxiety,0.11497911065816879
0.999997615814209,Awe,0.15128476917743683
0.999997615814209,Awkwardness,0.23664875328540802
0.999997615814209,Boredom,0.27890127897262573
0.999997615814209,Calmness,0.3166152536869049
0.999997615814209,Concentration,0.3745087683200836
0.999997615814209,Contemplation,0.1710299253463745
0.999997615814209,Confusion,0.3615461587905884
0.999997615814209,Contempt,0.12157745659351349
0.999997615814209,Contentment,0.1374255120754242
0.999997615814209,Craving,0.13520482182502747
0.999997615814209,Determination,0.11287744343280792
0.999997615814209,Disappointment,0.1443856656551361
0.999997615814209,Disgust,0.06955543905496597
0.999997615814209,Distress,0.11569774150848389
0.999997615814209,Doubt,0.23785264790058136
0.999997615814209,Ecstasy,0.08585017919540405
0.999997615814209,Embarrassment,0.07700332999229431
0.999997615814209,Empathic Pain,0.045712023973464966
0.999997615814209,Entrancement,0.15545931458473206
0.999997615814209,Envy,0.041941773146390915
0.999997615814209,Excitement,0.2003655731678009
0.999997615814209,Fear,0.08871714025735855
0.999997615814209,Guilt,0.04479331523180008
0.999997615814209,Horror,0.053451478481292725
0.999997615814209,Interest,0.4588116407394409
0.999997615814209,Joy,0.206986203789711
0.999997615814209,Love,0.151519775390625
0.999997615814209,Nostalgia,0.052874017506837845
0.999997615814209,Pain,0.05934182181954384
0.999997615814209,Pride,0.06545503437519073
0.999997615814209,Realization,0.1616886407136917
0.999997615814209,Relief,0.08239097893238068
0.999997615814209,Romance,0.08963394165039062
0.999997615814209,Sadness,0.07343016564846039
0.999997615814209,Satisfaction,0.2174912542104721
0.999997615814209,Desire,0.25857263803482056
0.999997615814209,Shame,0.04186151176691055
0.999997615814209,Surprise (negative),0.08020623028278351
0.999997615814209,Surprise (positive),0.0931280329823494
0.999997615814209,Sympathy,0.04902426525950432
0.999997615814209,Tiredness,0.1594715565443039
0.999997615814209,Triumph,0.05242135748267174
0.9987947940826416,Admiration,0.14720198512077332
0.9987947940826416,Adoration,0.14615687727928162
0.9987947940826416,Aesthetic Appreciation,0.09290281683206558
0.9987947940826416,Amusement,0.2877497673034668
0.9987947940826416,Anger,0.04544268921017647
0.9987947940826416,Anxiety,0.11767581850290298
0.9987947940826416,Awe,0.08948634564876556
0.9987947940826416,Awkwardness,0.2340039312839508
0.9987947940826416,Boredom,0.39420443773269653
0.9987947940826416,Calmness,0.5776557922363281
0.9987947940826416,Concentration,0.37548139691352844
0.9987947940826416,Contemplation,0.18667210638523102
0.9987947940826416,Confusion,0.2355823665857315
0.9987947940826416,Contempt,0.14817097783088684
0.9987947940826416,Contentment,0.2546275854110718
0.9987947940826416,Craving,0.07064477354288101
0.9987947940826416,Determination,0.10333911329507828
0.9987947940826416,Disappointment,0.24989446997642517
0.9987947940826416,Disgust,0.06229659542441368
0.9987947940826416,Distress,0.1372615545988083
0.9987947940826416,Doubt,0.2255866825580597
0.9987947940826416,Ecstasy,0.061550118029117584
0.9987947940826416,Embarrassment,0.1209699809551239
0.9987947940826416,Empathic Pain,0.0663718730211258
0.9987947940826416,Entrancement,0.13743731379508972
0.9987947940826416,Envy,0.0437585711479187
0.9987947940826416,Excitement,0.12991084158420563
0.9987947940826416,Fear,0.06538818031549454
0.9987947940826416,Guilt,0.07656911760568619
0.9987947940826416,Horror,0.03069700486958027
0.9987947940826416,Interest,0.3679935336112976
0.9987947940826416,Joy,0.22929085791110992
0.9987947940826416,Love,0.23125343024730682
0.9987947940826416,Nostalgia,0.08512202650308609
0.9987947940826416,Pain,0.08237545937299728
0.9987947940826416,Pride,0.09561040997505188
0.9987947940826416,Realization,0.15534894168376923
0.9987947940826416,Relief,0.13141600787639618
0.9987947940826416,Romance,0.0946560651063919
0.9987947940826416,Sadness,0.1497126668691635
0.9987947940826416,Satisfaction,0.27648842334747314
0.9987947940826416,Desire,0.1047329232096672
0.9987947940826416,Shame,0.08348558098077774
0.9987947940826416,Surprise (negative),0.04190020635724068
0.9987947940826416,Surprise (positive),0.04880019277334213
0.9987947940826416,Sympathy,0.07777568697929382
0.9987947940826416,Tiredness,0.2666848599910736
0.9987947940826416,Triumph,0.047813769429922104
0.9994989633560181,Admiration,0.12166859209537506
0.9994989633560181,Adoration,0.09433775395154953
0.9994989633560181,Aesthetic Appreciation,0.0823206827044487
0.9994989633560181,Amusement,0.17465579509735107
0.9994989633560181,Anger,0.058134809136390686
0.9994989633560181,Anxiety,0.16125592589378357
0.9994989633560181,Awe,0.1342693418264389
0.9994989633560181,Awkwardness,0.2229377031326294
0.9994989633560181,Boredom,0.45365259051322937
0.9994989633560181,Calmness,0.42547690868377686
0.9994989633560181,Concentration,0.4873701333999634
0.9994989633560181,Contemplation,0.24625089764595032
0.9994989633560181,Confusion,0.37413695454597473
0.9994989633560181,Contempt,0.14433881640434265
0.9994989633560181,Contentment,0.12630215287208557
0.9994989633560181,Craving,0.09998886287212372
0.9994989633560181,Determination,0.12961970269680023
0.9994989633560181,Disappointment,0.2647703289985657
0.9994989633560181,Disgust,0.07217030972242355
0.9994989633560181,Distress,0.17374949157238007
0.9994989633560181,Doubt,0.31539857387542725
0.9994989633560181,Ecstasy,0.04363201558589935
0.9994989633560181,Embarrassment,0.11224690079689026
0.9994989633560181,Empathic Pain,0.07383643835783005
0.9994989633560181,Entrancement,0.1593025177717209
0.9994989633560181,Envy,0.04919954389333725
0.9994989633560181,Excitement,0.09266233444213867
0.9994989633560181,Fear,0.10845334827899933
0.9994989633560181,Guilt,0.08727987110614777
0.9994989633560181,Horror,0.05329236015677452
0.9994989633560181,Interest,0.3745749890804291
0.9994989633560181,Joy,0.09941952675580978
0.9994989633560181,Love,0.12020164728164673
0.9994989633560181,Nostalgia,0.06957153975963593
0.9994989633560181,Pain,0.0889219120144844
0.9994989633560181,Pride,0.058468908071517944
0.9994989633560181,Realization,0.185397207736969
0.9994989633560181,Relief,0.07695882767438889
0.9994989633560181,Romance,0.0771544873714447
0.9994989633560181,Sadness,0.17627985775470734
0.9994989633560181,Satisfaction,0.13816875219345093
0.9994989633560181,Desire,0.13509488105773926
0.9994989633560181,Shame,0.07991386950016022
0.9994989633560181,Surprise (negative),0.07899707555770874
0.9994989633560181,Surprise (positive),0.07660993933677673
0.9994989633560181,Sympathy,0.06449936330318451
0.9994989633560181,Tiredness,0.25885310769081116
0.9994989633560181,Triumph,0.03233051300048828
0.9976778626441956,Admiration,0.11426705121994019
0.9976778626441956,Adoration,0.12073256075382233
0.9976778626441956,Aesthetic Appreciation,0.0774034783244133
0.9976778626441956,Amusement,0.24164175987243652
0.9976778626441956,Anger,0.036715954542160034
0.9976778626441956,Anxiety,0.14660023152828217
0.9976778626441956,Awe,0.10468898713588715
0.9976778626441956,Awkwardness,0.204405277967453
0.9976778626441956,Boredom,0.3394733667373657
0.9976778626441956,Calmness,0.3928290605545044
0.9976778626441956,Concentration,0.3141142427921295
0.9976778626441956,Contemplation,0.1705886721611023
0.9976778626441956,Confusion,0.2682264447212219
0.9976778626441956,Contempt,0.10180424153804779
0.9976778626441956,Contentment,0.16702866554260254
0.9976778626441956,Craving,0.08967696875333786
0.9976778626441956,Determination,0.07955677807331085
0.9976778626441956,Disappointment,0.23193442821502686
0.9976778626441956,Disgust,0.06238456815481186
0.9976778626441956,Distress,0.1878894716501236
0.9976778626441956,Doubt,0.2003658413887024
0.9976778626441956,Ecstasy,0.08389310538768768
0.9976778626441956,Embarrassment,0.1358473002910614
0.9976778626441956,Empathic Pain,0.0744113028049469
0.9976778626441956,Entrancement,0.14531610906124115
0.9976778626441956,Envy,0.03313443809747696
0.9976778626441956,Excitement,0.13205289840698242
0.9976778626441956,Fear,0.08823619782924652
0.9976778626441956,Guilt,0.08822232484817505
0.9976778626441956,Horror,0.04287102073431015
0.9976778626441956,Interest,0.3008117079734802
0.9976778626441956,Joy,0.1852431446313858
0.9976778626441956,Love,0.2105800211429596
0.9976778626441956,Nostalgia,0.07460863143205643
0.9976778626441956,Pain,0.1251266449689865
0.9976778626441956,Pride,0.05568474531173706
0.9976778626441956,Realization,0.17238017916679382
0.9976778626441956,Relief,0.14110565185546875
0.9976778626441956,Romance,0.11697728931903839
0.9976778626441956,Sadness,0.16646045446395874
0.9976778626441956,Satisfaction,0.2395678162574768
0.9976778626441956,Desire,0.19781383872032166
0.9976778626441956,Shame,0.0972496047616005
0.9976778626441956,Surprise (negative),0.05563262104988098
0.9976778626441956,Surprise (positive),0.057804886251688004
0.9976778626441956,Sympathy,0.058137811720371246
0.9976778626441956,Tiredness,0.3373399078845978
0.9976778626441956,Triumph,0.03915930539369583
0.9999995231628418,Admiration,0.05999346822500229
0.9999995231628418,Adoration,0.03837679326534271
0.9999995231628418,Aesthetic Appreciation,0.05380862206220627
0.9999995231628418,Amusement,0.062078334391117096
0.9999995231628418,Anger,0.1306520402431488
0.9999995231628418,Anxiety,0.18097041547298431
0.9999995231628418,Awe,0.06275905668735504
0.9999995231628418,Awkwardness,0.19524359703063965
0.9999995231628418,Boredom,0.5420204997062683
0.9999995231628418,Calmness,0.49591633677482605
0.9999995231628418,Concentration,0.5770381689071655
0.9999995231628418,Contemplation,0.2512608766555786
0.9999995231628418,Confusion,0.47054633498191833
0.9999995231628418,Contempt,0.2292698621749878
0.9999995231628418,Contentment,0.09058243781328201
0.9999995231628418,Craving,0.04445204883813858
0.9999995231628418,Determination,0.15923909842967987
0.9999995231628418,Disappointment,0.3778461813926697
0.9999995231628418,Disgust,0.12407143414020538
0.9999995231628418,Distress,0.21340839564800262
0.9999995231628418,Doubt,0.39593520760536194
0.9999995231628418,Ecstasy,0.016439350321888924
0.9999995231628418,Embarrassment,0.09146987646818161
0.9999995231628418,Empathic Pain,0.0978844165802002
0.9999995231628418,Entrancement,0.11999968439340591
0.9999995231628418,Envy,0.05450909584760666
0.9999995231628418,Excitement,0.028435908257961273
0.9999995231628418,Fear,0.08745694160461426
0.9999995231628418,Guilt,0.09779012948274612
0.9999995231628418,Horror,0.035125479102134705
0.9999995231628418,Interest,0.24830123782157898
0.9999995231628418,Joy,0.036022257059812546
0.9999995231628418,Love,0.04320430010557175
0.9999995231628418,Nostalgia,0.061524245887994766
0.9999995231628418,Pain,0.1215069442987442
0.9999995231628418,Pride,0.05225212872028351
0.9999995231628418,Realization,0.13826805353164673
0.9999995231628418,Relief,0.04734445735812187
0.9999995231628418,Romance,0.025973033159971237
0.9999995231628418,Sadness,0.28670763969421387
0.9999995231628418,Satisfaction,0.06360428035259247
0.9999995231628418,Desire,0.03622919321060181
0.9999995231628418,Shame,0.08299686759710312
0.9999995231628418,Surprise (negative),0.051432423293590546
0.9999995231628418,Surprise (positive),0.02951684035360813
0.9999995231628418,Sympathy,0.06743152439594269
0.9999995231628418,Tiredness,0.3103175759315491
0.9999995231628418,Triumph,0.018588680773973465
